"X_index","X_uuid","reported_date"
247,"9ff76d88-ad8f-4eef-8bd0-0b57d1cd4524",2020-02-17
248,"cd5da6de-867d-4f97-bb27-e707e2523fd3",2020-02-17
249,"5296e7ad-404b-406c-9465-25ebda40c1cd",2020-02-17
250,"0e561812-c0ad-4d1a-9149-fd99a755ae6a",2020-02-17
251,"45723da0-3387-43a4-97c6-b10401f70835",2020-02-17
252,"c9e1e04f-7585-4ee2-8fde-51abd4617627",2020-02-17
253,"61e04468-e4fb-450e-89d4-41581970f73e",2020-02-17
254,"d9c6896b-c45c-4cf0-a2a5-8ef211c9c585",2020-02-17
255,"34b0c9b0-deb2-440f-835a-34d123803e86",2020-02-17
256,"9c8ebcaf-6985-44ea-ad41-51b86ab7b6e5",2020-02-17
257,"7c2b8003-20d0-436a-86ac-6fc144195e5d",2020-02-17
258,"265511c8-2663-4497-a228-60be04e39241",2020-02-17
259,"4960cba2-4a5a-4a95-baf9-70327a3ab7db",2020-02-17
260,"2bd5d84b-8d7a-47c9-a2b7-9e90a39e1df6",2020-02-17
261,"525311ad-ac11-4548-a3e3-517b2d71518b",2020-02-17
262,"ffc6843a-f616-4910-bc78-15dcf9f1df37",2020-02-17
263,"d2564d5f-080b-4be0-a088-1d97c7f37f56",2020-02-17
264,"048dee00-68fb-4282-b97a-dfc8e56821da",2020-02-17
265,"42f964e3-8be1-4599-82bc-5137493e29a5",2020-02-17
266,"b618734a-421f-4925-b2b5-5cda2ad06c49",2020-02-17
267,"959e62d3-6efe-4c13-b3e0-0284ff979f9e",2020-02-17
268,"fca4ef9c-cad2-4d3b-941c-457c2467daa9",2020-02-17
269,"7691e4a2-eb27-4cc3-83de-365dfd12c11f",2020-02-17
270,"e7d6ae87-d06f-41b3-8862-6c1d4435e094",2020-02-17
271,"b645db8e-d8b3-4f62-a412-fdb45aed57da",2020-02-17
272,"ca0448c9-45af-460a-b71b-002825b15412",2020-02-18
273,"c27db07b-6a8a-484e-8196-af7114fd6226",2020-02-18
274,"e3620db6-1768-4d04-b09d-653663b1bfcd",2020-02-18
275,"efe7630d-3e55-4fa8-b752-bd1d0bf37c3b",2020-02-18
276,"eefa0e9f-9da5-4801-b38a-b7baca64a280",2020-02-18
277,"466c9456-70ca-4503-8a14-529d8b764a2e",2020-02-18
278,"75c18fbc-3371-44ce-82a6-cd62c2396455",2020-02-18
279,"d1a0fabf-84b8-4b2f-b28e-2108decd5066",2020-02-18
280,"e9c0070b-2006-451f-b852-70f71100da7a",2020-02-18
281,"02f92a1e-3d07-4b4b-8eda-5abf032664e1",2020-02-18
282,"428f0da2-48f8-4e5b-9d20-23b768bab4df",2020-02-18
283,"1b136e7b-2ead-4bf1-9e22-92e0860f9f8f",2020-02-18
284,"ccae3ef5-7b20-4f67-8c5f-088eb1bc5ec6",2020-02-18
285,"ffc2c4a4-c7b4-4e87-aac9-ed742e74c0d3",2020-02-18
286,"698e5f72-8b9c-4396-aef6-a23361a329d5",2020-02-18
287,"625b98c2-5e6a-42a7-a951-b08a56b02fd0",2020-02-18
288,"be09d451-6f27-4944-846b-51cbeb05bd5c",2020-02-18
289,"53f774cf-5b6d-4963-b10b-64e35fa1af1f",2020-02-18
290,"25397180-53f2-4d7e-b27c-b9d7b565f3ab",2020-02-18
291,"56454abc-bf71-4012-8754-9034b5648924",2020-02-18
292,"14ceaf2d-66c8-4c07-a3dc-dce9695d0585",2020-02-18
293,"edc3828d-1e5d-49ec-8b0b-3dcb4bcfae23",2020-02-18
294,"1702e684-ac22-4722-b6ca-35995f8e66f0",2020-02-18
295,"35f0b6bd-232e-4743-80ba-b31510d282cf",2020-02-18
296,"4a810f43-4654-4abb-a8b5-8f45a459e9c2",2020-02-18
297,"346468b1-8eaf-4339-a5c1-9ee6e76f1c12",2020-02-18
298,"ff843b0b-cb7d-48d5-a498-d5ae44782981",2020-02-18
299,"edd9e74b-463b-49cc-b309-ddd00d9820f0",2020-02-18
300,"88f9ddd1-2a93-4b70-8008-c79f7853c3df",2020-02-18
301,"881dec11-3bc0-45ef-934a-df4a0c7ce980",2020-02-18
302,"41e4b4e4-cc21-486d-9e7b-42106317e38d",2020-02-18
303,"4854e63b-87d7-4ab6-9b3e-d1c0ac32bad9",2020-02-18
304,"33919afc-b0f3-4b11-afd7-09660cd62884",2020-02-18
305,"ffd65f06-0397-4c70-9e5a-bb56606056e1",2020-02-18
306,"f8f16a07-8717-499b-ad59-84bb16187cca",2020-02-18
307,"0600a670-e3d9-4042-bb1d-e440a190b4b4",2020-02-18
308,"bd5cb156-081f-4794-873a-a2397a465564",2020-02-18
309,"85239141-b4da-429d-ad1e-a6a2908cdd00",2020-02-18
310,"d6e6268b-3bd7-407b-9b16-c823dc7b7136",2020-02-18
311,"8f55848c-53c0-4e20-b256-46570cefed6f",2020-02-18
312,"03a54821-cb45-4ced-9a7a-c81e2d08c995",2020-02-18
313,"1b3b73f8-ce35-4803-8a19-5e14ab6d47ed",2020-02-18
314,"47ea730c-ca1a-43c9-9905-270d3a030b4c",2020-02-18
315,"4be1a222-1765-45af-ab92-12ed10d6db47",2020-02-18
316,"b267b3f5-889a-4ada-aafa-c03a4f204687",2020-02-18
317,"60f25073-ef6d-49db-9a90-88395e1123c5",2020-02-18
318,"454887ab-9ab5-44bf-a74a-5b5be6cebbdb",2020-02-18
319,"531ef7da-ffef-478e-b372-b99cfa601aaf",2020-02-18
320,"b94d519f-8e75-43ea-bc0f-fe34a4abb00e",2020-02-18
321,"320cb0ab-c72c-47db-9bc7-0a4471b6923e",2020-02-18
322,"69c7c691-b5fc-42b1-a30f-bab48d0f9b83",2020-02-18
323,"745904d6-2a8e-4eec-a0c5-f31e3fd34ebf",2020-02-18
324,"ba900566-a5b7-457e-851a-b0ff954bb230",2020-02-18
325,"40449e8a-3e0e-4149-bb9e-f9e7b85fce55",2020-02-18
326,"3d761760-8cce-4832-9151-0fb0597af90e",2020-02-18
327,"c34ae8ea-a939-420f-90ba-921d25203611",2020-02-18
328,"7308369d-2504-4f8c-8d25-002f37e52fab",2020-02-18
329,"302f67ac-1b90-493f-98f0-388118084a7d",2020-02-18
330,"f18882fe-e2a3-4e7e-842d-39f8e3b36c9a",2020-02-18
331,"ff0d2fc5-0045-47dd-97f5-1e5fa6ddf84f",2020-02-18
332,"2daaf89c-ab84-4402-a0ff-d37d9e937d27",2020-02-18
333,"681faa1c-b2a8-4b7a-84ab-a089a755fb4c",2020-02-18
334,"225c88a8-924a-4023-9694-af32e1adbadb",2020-02-18
335,"33fbe841-f874-4747-b483-f2415f3fc014",2020-02-18
336,"b603329e-5459-408e-97d6-0178a67b80e7",2020-02-18
337,"02ae35db-9248-47e8-a514-4268049a2eb3",2020-02-18
338,"5e01dd49-3e40-4bf3-9dfb-a719f7330734",2020-02-18
339,"fb67df97-a22d-49c2-9105-3b7c955f1cfa",2020-02-18
340,"86dd40a5-282a-4e39-97a3-a5a3a8cbabd8",2020-02-18
341,"647ef033-f637-44f9-91b2-2c52619ca8db",2020-02-18
342,"91296e0b-a7ae-4704-86e0-bbd1a1d62bcb",2020-02-18
343,"b2298d42-d618-46ee-b9a6-36e46c4e4960",2020-02-18
344,"2ed6909b-ac8e-4d6d-9ee4-ac18a856e653",2020-02-18
345,"69ed3738-f276-47dc-b577-72f1a4a9b420",2020-02-18
346,"2d6339b6-eac6-4872-802b-861a27e7ccc1",2020-02-18
347,"38187b29-619c-4c09-badc-bb87a495e01a",2020-02-18
348,"55dbb73a-9d33-44eb-9232-60044bf5e24d",2020-02-18
349,"0fb694ed-f5f7-4f53-849a-7f18a3a6c507",2020-02-18
